Gen|Top1|Length1|Fitness1|Top2|Length2|Fitness2|Top3|Length3|Fitness3|Top4|Length4|Fitness4|Top5|Length5|Fitness5|Top6|Length6|Fitness6|Top7|Length7|Fitness7|Top8|Length8|Fitness8|Top9|Length9|Fitness9|Top10|Length10|Fitness10
-1|0.019904472317503363*x0**2 - 0.023669488459670755*x0*x1 - 0.060351769962096697*x0 + 0.004288732441111683*x1**2 + 0.047253863267349502*x1 + 0.040049761725435239|10|0.06028237099992075|
