,MTaylor(with new sparse)
0,9215.175040960312
0,9018.820682048798
1,9014.707009077072
2,9028.711819887161
3,9025.454861402512
4,9083.838114023209
0,9629.702990055084
1,9403.062871932983
2,9393.561100959778
3,9398.417304754257
4,9413.396179437637
