,MTaylor(with new sparse)
0,107.14623975753784
1,138.33558249473572
2,98.49473786354065
3,99.83811211585999
4,98.32926344871521
5,99.56574296951294
6,149.69650959968567
7,99.36094522476196
8,101.18781328201294
9,98.37097835540771
