,MTaylor(with new sparse)
0,5609.187053203583
1,5404.042773008347
2,5376.600148677826
3,5475.707426786423
4,5539.763580799103
5,5494.504574775696
6,5504.888434648514
7,5419.522621870041
8,5459.215409994125
9,5177.295149564743
