,MTaylor(with new sparse)
0,44.25559759140015
1,43.15263867378235
2,43.87773036956787
3,43.558213233947754
4,43.49247431755066
5,42.78452110290527
6,43.64811325073242
7,43.99508476257324
8,50.192298412323
9,46.40280795097351
