,MTaylor(with new sparse)
0,1.8212284162842164e-15
1,1.827864315637219e-15
2,1.8197836860080576e-15
3,1.8204471117624107e-15
4,1.8167003714899867e-15
5,1.8145033413867792e-15
6,1.819272648024803e-15
7,1.8240395290741455e-15
8,1.8197905651338975e-15
9,1.8343382107967437e-15
