,MTaylor(with new sparse)
0,46.474334478378296
1,48.67150831222534
2,48.68346190452576
3,54.87083101272583
4,85.2871823310852
5,52.04568338394165
6,47.76360750198364
7,47.6155891418457
8,46.97607779502869
9,47.16670227050781
