0,3.692244354169816e-05
1,3.692244354169816e-05
2,1.8955718132929178e-06
3,1.8955718132929178e-06
4,1.8955718132929178e-06
5,1.8955718132929178e-06
6,1.0796517926792149e-05
7,1.8955718132929178e-06
8,1.8955718132929178e-06
9,1.8955718132929178e-06
10,1.8955718132929178e-06
