TaylorBingo,Bingo,Operon,GpBingo,BingoCPP,OperonBingo,MTaylorGp,MTaylorBingo,MTaylorOperon,UDSR
0.174373115810386,0.171241535652452,1.63386821746826,0.150882379504079,0.163591067984675,1.73305642604828,0.0312505838977548,0.177151543315908,1.64808773994445,1.64808773994445
