BestFit,WorstFit,MeanFit,Longest,shortest,MeanLength,SelectedLable,n_features
0.6840291023254395,3.4028234663852886e+38,1.7811654081860495e+38,49,1,17.7578125,1,4
0.796272873878479,1.4909228086471558,1.2127523673698306,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.207619777880609,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1898620510473847,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1912007257342339,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.2089403318241239,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.205149726010859,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1943004978820682,49,1,17.7578125,1,4
0.796272873878479,1.4909228086471558,1.199421145953238,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.208643457852304,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1862552892416716,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.187368467450142,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1958772270008922,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.203508191742003,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1902737654745579,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.198397465981543,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.2090913550928235,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1850542314350605,49,1,17.7578125,1,4
0.796272873878479,1.4909228086471558,1.1915745325386524,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1946598328649998,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1769954459741712,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.201166863553226,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.189688897691667,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.208650722168386,49,1,17.7578125,1,4
0.796272873878479,1.4909228086471558,1.187298289500177,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.2062142984941602,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1920484863221645,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.2090738797560334,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1931567331776023,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1889153765514493,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.2035047160461545,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1901020435616374,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1929578250274062,49,1,17.7578125,3,4
0.796272873878479,1.4909228086471558,1.1957136057317257,49,1,17.7578125,3,4
