,MTaylor(with new sparse)
0,-979.5903999537907
1,-979.5903999537904
2,-979.5903999537904
3,-979.5903999537904
4,-979.5903999537904
5,-979.5903999537904
6,-979.5903999537904
7,-979.5903999537904
8,-979.5903999537904
9,-979.5903999537904
10,-979.5903999537904
11,-979.5903999537904
12,-979.5903999537904
13,-979.5903999537904
14,-979.5903999537904
15,-979.5903999537904
16,-979.5903999537904
17,-979.5903999537904
18,-979.5903999537904
19,-979.5903999537904
20,-979.5903999537904
21,-979.5903999537904
22,-979.5903999537904
23,-979.5903999537904
24,-979.5903999537904
25,-979.5903999537904
26,-979.5903999537904
27,-979.5903999537904
28,-979.5903999537904
29,-979.5903999537904
