,MTaylor(with new sparse)
0,163.02916598320007
1,174.16163110733032
2,153.33116841316223
3,141.67216897010803
4,149.59436130523682
5,147.95041632652283
6,144.59955835342407
7,141.83726501464844
8,151.97516870498657
9,155.82948994636536
10,147.97882080078125
11,145.8576955795288
12,155.48661279678345
13,167.29747486114502
14,165.1419951915741
15,160.29315519332886
16,156.75166416168213
17,144.9117715358734
18,145.78311014175415
19,139.5707230567932
20,149.69933676719666
21,152.3124008178711
22,160.25200581550598
23,143.89978432655334
24,150.65452694892883
25,153.5660262107849
26,146.12238192558289
27,159.93530869483948
28,163.77305030822754
29,166.61390829086304
0,145.20933032035828
1,142.75310802459717
2,133.55500769615173
3,135.39688754081726
4,133.92265820503235
5,136.81406950950623
6,137.45759773254395
7,133.16885566711426
8,139.20506811141968
9,138.40358114242554
10,136.6552574634552
11,133.91450715065002
12,136.82730722427368
13,137.48728728294373
14,136.22854089736938
15,134.4258062839508
16,137.9797477722168
17,136.6652672290802
18,137.3236804008484
19,133.69744324684143
20,138.00464367866516
21,134.75179862976074
22,138.54301500320435
23,133.01885175704956
24,133.3105194568634
25,134.44917106628418
26,133.40149927139282
27,137.341450214386
28,137.5438747406006
29,136.08420968055725
