,MTaylor(with new sparse)
0,10.429645299911499
1,10.650028228759766
2,10.894457578659058
3,10.02604866027832
4,10.939396619796753
5,9.994271039962769
6,10.340596914291382
7,10.843730688095093
8,10.130250215530396
9,10.440099716186523
10,11.068449258804321
11,10.627289772033691
12,10.559825897216797
13,10.496153831481934
14,10.512911558151245
15,10.908231019973755
16,10.442994356155396
17,10.226426601409912
18,10.94220495223999
19,10.44828748703003
20,10.562741041183472
21,10.240870714187622
22,10.13137173652649
23,10.403597116470337
24,10.10743498802185
25,11.040509462356567
26,10.927345037460327
27,11.010741949081421
28,9.948790550231934
29,10.574159860610962
