,MTaylor(with new sparse)
0,-0.19223985890652573*x_0 - 0.21604938271604932*x_1 + 0.8033509700176368
,MTaylor(with new sparse)
0,-0.0012345679012350061*x_0**5*x_1 + 0.7645758661887705*x_0**5 + 0.0012345679012350061*x_0**4*x_1**2 - 0.0037037037037043522*x_0**4*x_1 + 0.58625049780964395*x_0**4 - 0.00123456790123434*x_0**3*x_1**3 + 0.00493827160493736*x_0**3*x_1**2 - 0.00740740740740604*x_0**3*x_1 + 0.22836519315013238*x_0**3 + 0.00123456790123434*x_0**2*x_1**4 - 0.0061728395061717*x_0**2*x_1**3 + 0.0123456790123434*x_0**2*x_1**2 - 0.0123456790123434*x_0**2*x_1 - 0.48863998407009347*x_0**2 - 0.00123456790123434*x_0*x_1**5 + 0.00740740740740604*x_0*x_1**4 - 0.0185185185185151*x_0*x_1**3 + 0.0246913580246868*x_0*x_1**2 - 0.0185185185185151*x_0*x_1 - 1.9238849064117892*x_0 + 0.022222222222220735*x_1**5 - 0.13333333333332451*x_1**4 + 0.33333333333331199*x_1**3 - 0.44444444444441647*x_1**2 + 0.33333333333331886*x_1 + 0.88888888888888942
,MTaylor(with new sparse)
0,0.9833333333333332 - 0.8246031746031742*x_0
,MTaylor(with new sparse)
0,-0.0902608969582878*x_0**9 + 0.7276125502986724*x_0**8 - 2.4802758405534843*x_0**7 + 4.4558191428172605*x_0**6 - 3.8946173002439056*x_0**5 - 0.25219348294338208*x_0**4 + 4.6292807977320401*x_0**3 - 5.4560968523662894*x_0**2 + 3.2834944846827228*x_0 + 1.181879360686183e-7*x_1**9 - 2.7902890875832537e-7*x_1**8 + 2.9609640502045983e-7*x_1**7 - 1.8590127659946175e-7*x_1**6 + 7.642202847546066e-8*x_1**5 - 2.1469985134971312e-8*x_1**4 + 4.1662771226679043e-9*x_1**3 - 5.4914457427423432e-10*x_1**2 + 4.4175550320790992e-11*x_1 - 1.0174916167490073
,MTaylor(with new sparse)
0,-3.69315330395139e-10*x_0**9*x_1 + 0.07472490071769903*x_0**9 - 8.152077676218556e-10*x_0**8*x_1**2 + 3.7424798313436187e-9*x_0**8*x_1 - 0.60228020914938596*x_0**8 - 1.7992191129342366e-9*x_0**7*x_1**3 + 7.9098202111350079e-9*x_0**7*x_1**2 - 1.7051041294436562e-8*x_0**7*x_1 + 2.0525113479940042*x_0**7 - 3.970908866742782e-9*x_0**6*x_1**4 + 1.668284150812896e-8*x_0**6*x_1**3 - 3.4230739705180248e-8*x_0**6*x_1**2 + 4.593677263564184e-8*x_0**6*x_1 - 3.6854005305259164*x_0**6 - 8.76459060679628e-9*x_0**5*x_1**5 + 3.5110486835784301e-8*x_0**5*x_1**4 - 6.8366927942166417e-8*x_0**5*x_1**3 + 8.6655613661248229e-8*x_0**5*x_1**2 - 8.0867770107143123e-8*x_0**5*x_1 + 3.2159725490385612*x_0**5 - 1.9344513003704895e-8*x_0**4*x_1**6 + 7.3721410113436833e-8*x_0**4*x_1**5 - 1.3577586648589676e-7*x_0**4*x_1**4 + 1.6182085058137463e-7*x_0**4*x_1**3 - 1.4118334128224943e-7*x_0**4*x_1**2 + 9.6839400774982623e-8*x_0**4*x_1 + 0.22161627207909679*x_0**4 - 4.269831811841041e-8*x_0**3*x_1**7 + 1.5438786349700995e-7*x_0**3*x_1**6 - 2.6794119132266869e-7*x_0**3*x_1**5 + 2.987011068224211e-7*x_0**3*x_1**4 - 2.4193378489727509e-7*x_0**3*x_1**3 + 1.5295750392426972e-7*x_0**3*x_1**2 - 7.9333831519145892e-8*x_0**3*x_1 - 3.8458393330850518*x_0**3 - 9.424415300629944e-8*x_0**2*x_1**8 + 3.2238710847748078e-7*x_0**2*x_1**7 - 5.2493204060933991e-7*x_0**2*x_1**6 + 5.4393085007581084e-7*x_0**2*x_1**5 - 4.0538008995784137e-7*x_0**2*x_1**4 + 2.3343109766823092e-7*x_0**2*x_1**3 - 1.0924885429509204e-7*x_0**2*x_1**2 + 4.3273259791926343e-8*x_0**2*x_1 + 4.5263826188558266*x_0**2 - 2.07999172719731e-7*x_0*x_1**9 + 6.7096229678858747e-7*x_0*x_1**8 - 1.0198051339793421e-6*x_0*x_1**7 + 9.745500238775319e-7*x_0*x_1**6 - 6.6056615651139325e-7*x_0*x_1**5 + 3.4068811998293459e-7*x_0*x_1**4 - 1.40624379246633e-7*x_0*x_1**3 + 4.8474938099983752e-8*x_0*x_1**2 - 1.451466660448488e-8*x_0*x_1 - 2.7226769225617818*x_0 + 9.339066023498024e-7*x_1**9 - 2.2907176011059243e-6*x_1**8 + 2.5591738116275496e-6*x_1**7 - 1.7268714392448804e-6*x_1**6 + 7.8922302446822495e-7*x_1**5 - 2.6131760093370446e-7*x_1**4 + 6.6396672240280451e-8*x_1**3 - 1.3905690930912048e-8*x_1**2 + 2.621157681071363e-9*x_1 + 0.93110752584560871
