,MTaylor(with new sparse)
0,-0.17344116968858644*x_0 - 0.0714615131336513*x_1 - 0.10212479348877859*x_2 - 0.2307013771336313*x_3 + 0.24866776527570164*x_4 - 0.04168136309426953
,MTaylor(with new sparse)
0,-0.09250809370094451*x_0 + 0.06878280975017151*x_1 - 0.3663397448549189*x_2 - 0.31796047978885245*x_3 + 0.6804760710658279*x_4 + 1.3926540423914332e-17
,MTaylor(with new sparse)
0,0.23044794392199439*x_0 - 0.1401720194464518*x_1 + 0.41404142886244677*x_2 + 0.1582177856264796*x_3 - 0.26583149707660086*x_4 + 1.4788115132031988e-17
,MTaylor(with new sparse)
0,0.10422510489123399*x_0 - 0.042417438584095656*x_1 - 0.7225534085706526*x_2 + 0.15688181255820935*x_3 + 0.5806072023944027*x_4 + 4.775269571466386e-18
,MTaylor(with new sparse)
0,0.21308499033536019*x_0 - 0.0307592219818757*x_1 - 0.383558130454821*x_2 - 0.10599875312692493*x_3 + 0.33690807021280494*x_4 - 7.990013868291084e-19
