,MTaylor(with new sparse)
0,60.550963163375854
1,62.899662256240845
2,61.634222745895386
3,60.38874363899231
4,60.71213173866272
5,67.980393409729
6,68.8487114906311
7,61.5675151348114
8,60.65537118911743
9,63.41224217414856
10,61.366612672805786
11,61.54101037979126
12,59.9854691028595
13,63.73541569709778
14,63.180877447128296
15,65.15185356140137
16,65.17407584190369
17,67.21636390686035
18,64.83540606498718
19,60.059396505355835
20,65.41560077667236
21,61.519347190856934
22,71.9123158454895
23,65.32933974266052
24,70.02304458618164
25,68.57706308364868
26,61.40853667259216
27,63.14146947860718
28,64.34074664115906
29,60.97722601890564
