,MTaylor(with new sparse)
0,6.751353979110718
1,6.671509265899658
2,6.951106071472168
3,6.715907096862793
4,6.694462537765503
5,6.757729768753052
6,6.775286436080933
7,6.445904731750488
8,7.358739614486694
9,6.7163450717926025
10,6.748640060424805
11,6.691681861877441
12,6.757952451705933
13,6.698971509933472
14,6.865841388702393
15,7.446124315261841
16,6.744622468948364
17,6.731777191162109
18,6.884716987609863
19,6.6887898445129395
20,7.027554512023926
21,6.986563682556152
22,6.90172815322876
23,6.900692462921143
24,6.759519338607788
25,6.701358318328857
26,6.721709489822388
27,6.748531103134155
28,6.7368550300598145
29,6.688793182373047
