,MTaylor(with new sparse)
0,2.960247278213501
1,2.786388635635376
2,2.83786940574646
3,2.8790283203125
4,2.926896810531616
5,3.354186773300171
6,3.317451000213623
7,2.893911361694336
8,2.980241298675537
9,2.970795154571533
10,2.988525152206421
11,2.9417643547058105
12,2.9233899116516113
13,2.9490966796875
14,2.9371912479400635
15,2.8366506099700928
16,2.8758668899536133
17,2.8209235668182373
18,2.834761142730713
19,2.825655460357666
20,2.8829517364501953
21,2.8751955032348633
22,2.8155219554901123
23,2.8782567977905273
24,2.9136240482330322
25,2.8910553455352783
26,2.8259317874908447
27,2.8404290676116943
28,2.917964458465576
29,2.7960543632507324
