,MTaylor(with new sparse)
0,1031.8956599235535
1,990.0795156955719
2,1006.7526121139526
3,1049.3293566703796
4,1067.0097677707672
5,1055.799776315689
6,1040.4252045154572
7,1001.6359670162201
8,944.2157196998596
9,937.4409825801849
10,936.1889698505402
11,944.7874612808228
12,973.6200530529022
13,954.2504489421844
14,949.6362638473511
15,952.3615069389343
16,970.9992015361786
17,963.570188999176
18,958.6348509788513
19,959.6068029403687
20,962.1178891658783
21,950.3049397468567
22,956.4953997135162
23,956.5260581970215
24,952.1121137142181
25,970.6768887042999
26,956.6174600124359
27,952.3644068241119
28,957.3009419441223
29,968.1661920547485
