,MTaylor(with new sparse)
0,114.74410796165466
1,121.73271703720093
2,108.87008428573608
3,116.54077768325806
4,103.30120968818665
5,111.98155736923218
6,103.87837386131287
7,112.15261340141296
8,109.75246357917786
9,105.51550722122192
10,110.1281418800354
11,102.84828281402588
12,111.32149982452393
13,101.30630779266357
14,111.19408392906189
15,99.41059446334839
16,106.31862545013428
17,103.74781823158264
18,107.30685639381409
19,104.02263736724854
20,108.04018831253052
21,106.35739946365356
22,105.0947573184967
23,112.34724569320679
24,102.18151998519897
25,107.98588800430298
26,101.85282516479492
27,108.08942127227783
28,102.81970524787903
29,106.19692611694336
0,107.33397841453552
1,103.03872990608215
2,102.0582332611084
3,97.57527279853821
4,102.11221623420715
5,96.5508987903595
6,100.92992997169495
7,99.72160768508911
8,100.74765372276306
9,103.25134325027466
10,98.19565677642822
11,102.37072396278381
12,97.81332015991211
13,102.0786702632904
14,98.54696083068848
15,102.4373106956482
16,99.62219834327698
17,100.9540605545044
18,102.20195293426514
19,100.66017603874207
20,102.92200326919556
21,96.94739055633545
22,98.93813896179199
23,98.90800786018372
24,99.02721834182739
25,99.13587212562561
26,97.5431559085846
27,99.13656687736511
28,99.06803512573242
29,103.6416928768158
