,MTaylor(with new sparse)
0,1.4188408851623535
1,1.3312737941741943
2,1.402923345565796
3,1.3455851078033447
4,1.470139980316162
5,1.387303113937378
6,1.4520838260650635
7,1.3065416812896729
8,1.3804497718811035
9,1.4130384922027588
10,1.3400449752807617
11,1.4737322330474854
12,1.3901786804199219
13,1.3410584926605225
14,1.4576747417449951
15,1.4378790855407715
16,1.389716386795044
17,1.3602502346038818
18,1.3859996795654297
19,1.5568149089813232
20,1.4608232975006104
21,1.3929283618927002
22,1.3868036270141602
23,1.3973777294158936
24,1.4870095252990723
25,1.42405104637146
26,1.5805950164794922
27,1.4744446277618408
28,1.4319000244140625
29,1.3991258144378662
