,MTaylor(with new sparse)
0,3.411008834838867
1,3.5633201599121094
2,3.0196104049682617
3,3.0276777744293213
4,3.3452463150024414
5,2.946686029434204
6,2.895193099975586
7,2.9405972957611084
8,3.0989830493927
9,3.1341986656188965
10,3.1999082565307617
11,3.4251794815063477
12,3.118842840194702
13,3.1098852157592773
14,3.2471299171447754
15,3.274556875228882
16,3.187657594680786
17,3.1867332458496094
18,3.1407217979431152
19,3.0414764881134033
20,3.154249668121338
21,3.2229421138763428
22,3.116702079772949
23,3.2723276615142822
24,3.062542200088501
25,3.0420594215393066
26,2.8765571117401123
27,2.966477632522583
28,3.2730321884155273
29,3.1058125495910645
