,MTaylor(with new sparse)
0,1.4119862302338217
,MTaylor(with new sparse)
0,1.411986230233822
,MTaylor(with new sparse)
0,1.4119862302338226
,MTaylor(with new sparse)
0,1.4119862302338224
,MTaylor(with new sparse)
0,1.4119862302338217
,MTaylor(with new sparse)
0,1.4119862302338224
,MTaylor(with new sparse)
0,1.4119862302338226
,MTaylor(with new sparse)
0,1.4119862302338222
,MTaylor(with new sparse)
0,1.411986230233822
,MTaylor(with new sparse)
0,1.4119862302338229
,MTaylor(with new sparse)
0,1.3108250970158892e-15
,MTaylor(with new sparse)
0,1.5257157718662288e-15
,MTaylor(with new sparse)
0,1.2523206511139013e-15
,MTaylor(with new sparse)
0,2.941293529775637e-15
,MTaylor(with new sparse)
0,2.34748619084138e-15
,MTaylor(with new sparse)
0,2.1152589550219202e-15
,MTaylor(with new sparse)
0,4.093853906537473e-15
,MTaylor(with new sparse)
0,8.97992077429925e-16
,MTaylor(with new sparse)
0,3.798517371129935e-15
,MTaylor(with new sparse)
0,1.7399289718015588e-15
,MTaylor(with new sparse)
0,1.8412311690185777e-15
,MTaylor(with new sparse)
0,1.4461838245331912e-15
,MTaylor(with new sparse)
0,1.4898531227010473e-15
,MTaylor(with new sparse)
0,2.118784523158364e-15
,MTaylor(with new sparse)
0,1.0130828088561603e-15
,MTaylor(with new sparse)
0,1.6005093130081633e-15
,MTaylor(with new sparse)
0,4.342062079378644e-15
,MTaylor(with new sparse)
0,1.3112739167013028e-15
,MTaylor(with new sparse)
0,2.7473518243886735e-15
,MTaylor(with new sparse)
0,1.3991856095320319e-15
