,MTaylor(with new sparse)
0,-11.209224912340773
1,-11.209224912340812
2,-11.2092249123408
3,-11.209224912340803
4,-11.209224912340787
5,-11.209224912340787
6,-11.209224912340794
7,-11.209224912340787
8,-11.209224912340787
9,-11.209224912340781
10,-11.209224912340783
11,-11.20922491234081
12,-11.209224912340794
13,-11.209224912340783
14,-11.209224912340794
15,-11.209224912340808
16,-11.209224912340787
17,-11.209224912340794
18,-11.209224912340796
19,-11.209224912340794
20,-11.209224912340803
21,-11.209224912340787
22,-11.209224912340787
23,-11.209224912340781
24,-11.209224912340794
25,-11.209224912340808
26,-11.209224912340783
27,-11.20922491234079
28,-11.209224912340796
29,-11.209224912340803
