,MTaylor(with new sparse)
0,0.9999972642080681
1,0.9999955791653871
2,0.9999938790307694
3,0.02150308408181445
4,0.9999960710700287
5,0.9999955791653871
6,0.9999938790307694
7,0.02150308408181445
8,0.9999960710700287
9,0.9999955791653871
10,0.9999938790307694
11,0.02150308408181445
12,0.9999960710700287
13,0.9999955791653871
14,0.9999938790307694
15,0.02150308408181445
16,0.9999960710700287
17,0.9999955791653871
18,0.9999938790307694
19,0.02150308408181445
20,0.9999960710700287
21,0.9999955791653871
22,0.9999938790307694
23,0.02150308408181445
24,0.9999960710700287
25,0.9999955791653871
26,0.9999938790307694
27,0.02150308408181445
28,0.9999960710700287
29,0.9999955791653871
