,MTaylor(with new sparse)
0,148.94907069206238
1,148.42264676094055
2,153.8654010295868
3,153.11377787590027
4,143.70997405052185
5,138.58951830863953
6,151.79252362251282
7,152.90395522117615
8,152.7485408782959
9,167.61242532730103
10,163.79259157180786
11,145.49329781532288
12,142.2759804725647
13,153.62924766540527
14,158.76295638084412
15,159.9110836982727
16,152.7262144088745
17,162.2812056541443
18,160.9097034931183
19,154.53239560127258
20,160.3604598045349
21,149.6487250328064
22,142.0849392414093
23,138.7056052684784
24,149.56817436218262
25,147.39619040489197
26,137.24281334877014
27,148.60579323768616
28,148.76593255996704
29,143.58508825302124
0,135.21468234062195
1,140.5461881160736
2,139.45814847946167
3,138.16139721870422
4,129.15824127197266
5,130.705011844635
6,132.0678997039795
7,133.47347331047058
8,126.06937313079834
9,131.1018557548523
10,132.60058450698853
11,126.40920567512512
12,129.76766896247864
13,132.2262716293335
14,130.64522075653076
15,131.86529159545898
16,129.06711959838867
17,130.5163357257843
18,129.2233760356903
19,130.06466269493103
20,128.54029989242554
21,131.92374181747437
22,130.91771173477173
23,132.3153202533722
24,131.16011238098145
25,131.26211404800415
26,128.9237461090088
27,133.5132098197937
28,133.24714970588684
29,128.76924085617065
