,Taylor(with new sparse)
0,-x0*cos(x1) + x0
1,-x0*cos(x1) + x0
2,-x0*cos(x1) + x0
3,-x0*cos(x1) + x0
4,-x0*cos(x1) + x0
5,-x0*cos(x1) + x0
6,-x0*cos(x1) + x0
7,-x0*cos(x1) + x0
8,-x0*cos(x1) + x0
9,-x0*cos(x1) + x0
