,Taylor(with new sparse)
0,0.0432068059179518
1,0.042746887736850314
2,0.03898916323979695
3,0.041473107404179047
4,0.039504473871654934
5,0.03984112203121185
6,0.04059236917230818
7,0.03959344466527303
8,0.04116898225413428
9,0.04016550223032633
0,0.027187346816062927
1,0.026774590876367358
2,0.026788085301717123
3,0.026814263198110793
4,0.026699478361341688
5,0.02674780527750651
6,0.02679350131087833
7,0.026621756884786817
8,0.026124346322483488
9,0.02609469340907203
