,Taylor(with new sparse)
0,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
1,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
2,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
3,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
4,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
5,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
6,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
7,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
8,0.02683419302885327*x0 - 0.34314384320734026*x1 - 0.0355571721041245*x10 - 0.03543801498095006*x11 + 0.021376777934256724*x12 - 0.0423812952421704*x13 - 0.051343189875325296*x14 + 0.028590747173262078*x15 + 0.003332786221181338*x16 - 0.0021089463714001055*x17 + 0.04900950830550749*x18 - 0.006108283816532799*x19 - 0.5416543224212111*x2 - 0.050113119509903305*x20 - 0.015693974016168365*x21 - 0.03852447558537156*x22 - 0.022587448931237892*x23 - 0.011220527288203413*x24 + 0.058885099867413825*x25 - 0.011166300825946808*x26 + 0.028476024897033058*x27 - 0.004099087774788578*x28 + 0.0309661206698841*x29 + 0.4193587394232451*x3 + 0.06391798648949285*x30 + 0.048889449341633986*x31 + 0.01415062964444598*x32 - 0.033088802671954146*x33 - 0.002049506746248861*x34 - 0.06287746625373414*x35 - 0.03557218001114*x36 + 0.027462409275067875*x37 - 0.0074219310983993925*x38 + 0.04753371872172761*x39 + 0.7618093132825677*x4 + 0.008610495006097441*x40 - 0.005529394069918661*x41 - 0.06130685526853333*x42 - 0.06629122095665657*x43 + 0.0173109346896006*x44 + 0.023144115499233245*x45 + 0.016889505635211695*x46 - 0.013356518280022763*x47 + 0.005401953613725984*x48 + 0.0023884838994880364*x49 + 0.0371239428194266*x5 + 0.02111774171038945*x50 + 0.039279012323905405*x51 + 0.02274962502675311*x52 + 0.005583828944035717*x53 + 0.010806950762073345*x54 - 0.021403878155978093*x55 - 0.023928121135137204*x56 - 0.022608800037737763*x57 + 0.018156030754899008*x58 + 0.0008556166533328566*x59 - 0.07627863706570664*x6 - 0.09172325861429989*x60 - 0.012449635619686247*x61 - 0.026512910039455606*x62 + 0.01929137035887247*x63 + 0.030284540852793133*x64 + 0.009861049638176453*x65 + 0.02427970845449931*x66 - 0.0010580458693543043*x67 - 0.030972986332855487*x68 - 0.0025707071203180387*x69 + 0.00572787568647759*x7 + 0.022548833118729197*x70 + 0.030510182292942518*x71 + 0.04566378002398094*x72 + 0.0019732447100176513*x73 - 0.006755315904326965*x74 - 0.08003063564455527*x75 + 0.011259377043779432*x76 - 0.004459256368848169*x77 + 0.031184774796875488*x78 + 0.018770290955621813*x79 - 0.039735838880859964*x8 - 0.03458117401482193*x80 - 0.07420825799468067*x81 + 0.016340240880303607*x82 + 0.025294712004516287*x83 - 0.027830450322367646*x84 + 0.041810095283977416*x85 - 0.10397667445500736*x86 - 0.015189875642004816*x87 - 0.057307730838463716*x88 + 0.007143507389375782*x89 - 0.05360490635378978*x9 - 0.0074584797315166845*x90 + 0.031366654536152234*x91 + 0.007309574491479488*x92 - 0.007702420718453886*x93 + 0.032474513526226045*x94 + 0.05203642884434179*x95 - 0.00815924837271504*x96 + 0.06970569671130585*x97 + 0.04887829471003652*x98 - 0.008350964391783115*x99 - 0.004434349686627512
