,Taylor(with new sparse)
0,0.9957528450788095
1,0.9957528450788095
2,0.9957528450788095
3,0.9957528450788095
4,0.9957528450788095
5,0.9957528450788095
6,0.9957528450788095
7,0.9957528450788095
8,0.9957528450788095
9,0.9957528450788095
