,Taylor(with new sparse)
0,0.792*(x3 - x4)*cos(x4)
1,0.792*(x3 - x4)*cos(x4)
2,0.792*(x3 - x4)*cos(x4)
3,0.792*(x3 - x4)*cos(x4)
4,0.792*(x3 - x4)*cos(x4)
5,0.792*(x3 - x4)*cos(x4)
6,0.792*(x3 - x4)*cos(x4)
7,0.792*(x3 - x4)*cos(x4)
8,0.792*(x3 - x4)*cos(x4)
9,0.792*(x3 - x4)*cos(x4)
