,Taylor(with new sparse)
0,x1*x2*(x0 + x3)/x3
1,x1*x2*(x0 + x3)/x3
2,x1*x2*(x0 + x3)/x3
3,x1*x2*(x0 + x3)/x3
4,x1*x2*(x0 + x3)/x3
5,x1*x2*(x0 + x3)/x3
6,x1*x2*(x0 + x3)/x3
7,x1*x2*(x0 + x3)/x3
8,x1*x2*(x0 + x3)/x3
9,x1*x2*(x0 + x3)/x3
